title,release_date,popularity,original_language,overview,genre_ids,adult,pathPoster
"Black Cat, White Cat",1998-06-01,12.339,sr,"Matko is a small time hustler, living by the Danube with his 17-year-old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.","[35, 10749, 80]",False,"./posters/Black_Cat,_White_Cat_1998.jpg"
Rurouni Kenshin: The Beginning,2021-06-04,35.981,ja,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.","[28, 12, 18, 10749]",False,./posters/Rurouni_Kenshin:_The_Beginning_2021.jpg
Little Eggs: A Frozen Rescue,2022-12-14,25.269,es,"In the final Huevos adventure, Toto and his family will have to travel to the South Pole to fulfill their promise to return a polar bear and some Spanish penguins to their home. In order to do so, they will have to overcome some obstacles that will teach them how important teamwork is.","[16, 12, 35, 10751]",False,./posters/Little_Eggs:_A_Frozen_Rescue_2022.jpg
Onward,2020-02-29,27.492,en,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.","[10751, 16, 12, 35, 14]",False,./posters/Onward_2020.jpg
Free Fall,2013-05-27,14.232,de,"A promising career with the police, a baby on the way... Marc's life seems to be right on track. Then he meets fellow policeman Kay and during their regular jogs Marc experiences a never-before-felt sense of ease and effortlessness – and what it means to fall in love with another man.","[18, 10749]",False,./posters/Free_Fall_2013.jpg
The Young Girls of Rochefort,1967-03-08,11.261,fr,"Delphine and Solange are two sisters living in Rochefort. Delphine is a dancing teacher and Solange composes and teaches the piano. Maxence is a poet and a painter. He is doing his military service. Simon owns a music shop, he left Paris one month ago to come back where he fell in love 10 years ago. They are looking for love, looking for each other, without being aware that their ideal partner is very close...","[10749, 35, 18]",False,./posters/The_Young_Girls_of_Rochefort_1967.jpg
Harry Potter and the Order of the Phoenix,2007-07-08,103.149,en,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.","[12, 14]",False,./posters/Harry_Potter_and_the_Order_of_the_Phoenix_2007.jpg
No Manches Frida,2016-09-02,52.058,es,"After his release from prison, bank robber Zequi sets off to recover the stolen money that was buried by his dizzy accomplice. He's horrified to learn that a high school gymnasium is now standing over the site where the loot is stashed. Needing to infiltrate the building, Zequi lands a job as a substitute teacher for a group of wild and unruly students. As the ex-con tries to lay down the law, he starts to realize that life in jail may have been easier than trying to deal with rebellious teens.",[35],False,./posters/No_Manches_Frida_2016.jpg
The Blind Side,2009-11-20,42.515,en,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",[18],False,./posters/The_Blind_Side_2009.jpg
The Count of Monte Cristo,2002-01-23,53.027,en,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.","[12, 18, 36]",False,./posters/The_Count_of_Monte_Cristo_2002.jpg
The Woman King,2022-09-16,36.481,en,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.","[28, 18, 36]",False,./posters/The_Woman_King_2022.jpg
How to Train Your Dragon 2,2014-06-05,68.411,en,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.","[14, 28, 12, 16, 35, 10751]",False,./posters/How_to_Train_Your_Dragon_2_2014.jpg
Meshes of the Afternoon,1943-01-01,10.4,en,"A woman returning home falls asleep and has vivid dreams that may or may not be happening in reality. Through repetitive images and complete mismatching of the objective view of time and space, her dark inner desires play out on-screen.","[9648, 14]",False,./posters/Meshes_of_the_Afternoon_1943.jpg
Father There Is Only One,2019-08-02,14.788,es,"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time.",[35],False,./posters/Father_There_Is_Only_One_2019.jpg
Harvey,1950-12-04,13.961,en,"The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.","[35, 14]",False,./posters/Harvey_1950.jpg
High Noon,1952-06-09,17.925,en,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.","[37, 53]",False,./posters/High_Noon_1952.jpg
My Mom Is a Character 2,2016-12-22,5.723,pt,"Dona Hermínia is back, but now rich and famous since she is the host of her own successful TV show. However, the overprotective character will have to deal with her children's departures, as Marcelina and Juliano decide to move out. In counterpart, she will welcome, as a visitor, her sister Lúcia Helena, who's been living in New York.",[35],False,./posters/My_Mom_Is_a_Character_2_2016.jpg
Scooby-Doo on Zombie Island,1998-09-22,16.534,en,"After going their separate ways, Scooby-Doo, Shaggy, Velma, Daphne, and Fred reunite to investigate the ghost of Moonscar the pirate on a haunted bayou island, but it turns out the swashbuckler's spirit isn't the only creepy character on the island. The sleuths also meet up with cat creatures and zombies... and it looks like for the first time in their lives, these ghouls might actually be real.","[16, 9648, 10751, 27]",False,./posters/Scooby-Doo_on_Zombie_Island_1998.jpg
Mira,2022-12-22,51.958,ru,"Near future. Lera Arabova is a 15-year-old girl who lives with her family in Vladivostok. Lera's father has been working at the orbiting space station ""Mira"" for many years and has long lost contact with his daughter, turning only into a voice on the phone. After a meteor shower hits the city, Lera has only one chance to save her loved ones and the city from a new disaster. Her father helps her in this - through satellite surveillance systems and the telephone, he uses every opportunity to send a message to his daughter, watching from above from the station her every step.","[878, 18, 12, 10751]",False,./posters/Mira_2022.jpg
My Policeman,2022-10-20,12.839,en,"In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal.","[18, 10749]",False,./posters/My_Policeman_2022.jpg
Nosferatu,1922-02-16,66.354,de,"The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger. Meanwhile Orlok's servant, Knock, prepares for his master to arrive at his new home.","[27, 18]",False,./posters/Nosferatu_1922.jpg
Entergalactic,2022-09-28,12.387,en,Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,"[16, 10749, 10402]",False,./posters/Entergalactic_2022.jpg
Mississippi Burning,1988-12-08,14.693,en,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.","[18, 80]",False,./posters/Mississippi_Burning_1988.jpg
Brazil,1985-02-20,19.542,en,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.","[35, 878]",False,./posters/Brazil_1985.jpg
